time,open,high,low,close,Reistance Level,Support Level,Volume
1618444800,62966.465,63843.0775,62032.6575,63237.2225,64898.555,3880.5875,18536.99917587
1618531200,63238.815,63595.2,60061.4025,61438.79,64898.555,3880.5875,34046.24614071
1618617600,61440.35,62596.0475,59701.0625,60061.09,64898.555,3880.5875,18006.74211379
1618704000,60073.2525,60429.6,51120.145,56271.87,64898.555,3880.5875,67436.16070273
1618790400,56257.9175,57613.09,54244.52,55700.7925,64898.555,3880.5875,31259.67996223
1618876800,55700.7925,57121.435,53408.7675,56501.88,64898.555,3880.5875,35314.94019863
1618963200,56493.93,56818.145,53612.2775,53806.5825,64898.555,3880.5875,26739.87930306
1619049600,53811.6575,55475.2325,50447.9375,51704.1075,64898.555,3880.5875,52414.82607255
1619136000,51700.0375,52133.46,47449.9875,51187.5525,64898.555,3880.5875,65377.79900621
1619222400,51187.1675,51231.98,48735.405,50107.2925,64898.555,3880.5875,20436.28270596
1619308800,50111.84,50590.7025,47012.0525,49123.22,64898.555,3880.5875,26000.38808356
1619395200,49123.6625,54410.9625,48817.06,54059.8475,64898.555,3880.5875,33146.56354906
1619481600,54044.9225,55517.7875,53331.4425,55080.8275,64898.555,3880.5875,22749.3905926
1619568000,55081.3225,56487.7225,53857.0025,54895.465,64898.555,3880.5875,26376.20348523
1619654400,54890.7475,55232.535,52382.2825,53590.8525,64898.555,3880.5875,24903.13514728
1619740800,53588.74,58036.4525,53075.905,57789.0575,64898.555,3880.5875,27856.33725644
1619827200,57791.435,58544.5525,57066.835,57859.9475,64898.555,3880.5875,16373.01238726
1619913600,57870.175,57974.3025,56085.4775,56625.7675,64898.555,3880.5875,12495.52389746
1620000000,56617.0825,58988.98,56507.07,57209.99,64898.555,3880.5875,24639.59608155
1620086400,57214.2275,57243.595,53085.2875,53239.4225,64898.555,3880.5875,38232.4742246
1620172800,53225.2725,57982.8375,52946.1525,57511.91,64898.555,3880.5875,35812.90145162
1620259200,57513.26,58426.74,55270,56439.795,64898.555,3880.5875,28662.62059552
1620345600,56437.5075,58732.45,55300.0825,57384.81,64898.555,3880.5875,28689.2074162
1620432000,57386.145,59551.37,56988.975,58969.925,64898.555,3880.5875,23988.07613128
1620518400,58964.3875,59295.8725,56280.6075,58303.4025,64898.555,3880.5875,26009.70721314
1620604800,58324.56,59594.7475,53501.0775,55879.4175,64898.555,3880.5875,40196.9857823
1620691200,55872.7375,56959.09,54512.495,56759.9075,64898.555,3880.5875,24938.05953656
1620777600,56760.32,58011.03,48496.25,49459.7575,64898.555,3880.5875,48642.13104382
1620864000,49450.7875,51680.7675,45425,49685.1225,64898.555,45425,71390.35630527
1620950400,49693.9575,51564.18,48887.87,49890.035,64898.555,45425,33196.04513943
1621036800,49895.6275,50746.59,46550.8825,46756.4075,64898.555,45425,33141.17014458
1621123200,46763.9825,49806.77,43779.675,46456.4725,64898.555,45425,47399.64810434
